Station_Name,SAINT JOHN
Station_Number,65
Latitude_Decimal_Degrees,45.251
Longitude_Decimal_Degrees,66.063
Datum,CD
Time_Zone,AST
SLEV=Observed Water Level
Obs_date,SLEV(metres)
1950/01/01,4.267,
1950/01/02,4.263,
1950/01/03,4.348,
1950/01/04,4.33,
1950/01/05,4.166,
1950/01/06,4.324,
1950/01/07,4.418,
1950/01/08,4.347,
1950/01/09,4.411,
1950/01/10,4.507,
1950/01/11,4.58,
1950/01/12,4.271,
1950/01/13,4.438,
1950/01/14,4.578,
1950/01/15,4.098,
1950/01/16,4.378,
1950/01/17,3.884,
1950/01/18,4.23,
1950/01/19,4.057,
1950/01/20,4.1,
1950/01/21,4.253,
1950/01/22,4.551,
1950/01/23,4.565,
1950/01/24,4.356,
1950/01/25,4.444,
1950/01/26,4.448,
1950/01/27,4.354,
1950/01/28,4.253,
1950/01/29,4.49,
1950/01/30,4.193,
1950/01/31,4.21,
1950/02/01,4.163,
1950/02/02,4.145,
1950/02/03,4.2,
1950/02/04,4.195,
1950/02/05,4.158,
1950/02/06,4.261,
1950/02/07,4.325,
1950/02/08,4.365,
1950/02/09,4.569,
1950/02/10,4.374,
1950/02/11,4.433,
1950/02/12,4.324,
1950/02/13,4.117,
1950/02/14,4.09,
1950/02/15,4.173,
1950/02/16,4.294,
1950/02/17,4.255,
1950/02/18,4.281,
1950/02/19,4.416,
1950/02/20,4.337,
1950/02/21,4.248,
1950/02/22,4.272,
1950/02/23,4.624,
1950/02/24,4.755,
1950/02/25,4.563,
1950/02/26,4.586,
1950/02/27,4.39,
1950/02/28,4.425,
1950/03/01,4.476,
1950/03/02,4.289,
1950/03/03,4.062,
1950/03/04,3.91,
1950/03/05,4.005,
1950/03/06,4.015,
1950/03/07,3.998,
1950/03/08,4.278,
1950/03/09,4.591,
1950/03/10,4.175,
1950/03/11,4.195,
1950/03/12,4.33,
1950/03/13,4.36,
1950/03/14,4.294,
1950/03/15,4.132,
1950/03/16,4.084,
1950/03/17,4.039,
1950/03/18,3.956,
1950/03/19,4.028,
1950/03/20,4.424,
1950/03/21,4.897,
1950/03/22,4.807,
1950/03/23,4.938,
1950/03/24,4.583,
1950/03/25,4.481,
1950/03/26,4.375,
1950/03/27,4.526,
1950/03/28,4.541,
1950/03/29,4.52,
1950/03/30,4.481,
1950/03/31,4.427,
1950/04/01,4.367,
1950/04/02,4.312,
1950/04/03,4.281,
1950/04/04,4.293,
1950/04/05,4.345,
1950/04/06,4.301,
1950/04/07,4.393,
1950/04/08,4.508,
1950/04/09,4.369,
1950/04/10,4.353,
1950/04/11,4.386,
1950/04/12,4.418,
1950/04/13,4.323,
1950/04/14,4.323,
1950/04/15,4.285,
1950/04/16,4.241,
1950/04/17,4.278,
1950/04/18,4.274,
1950/04/19,4.199,
1950/04/20,4.261,
1950/04/21,4.436,
1950/04/22,4.419,
1950/04/23,4.453,
1950/04/24,4.546,
1950/04/25,4.518,
1950/04/26,4.548,
1950/04/27,4.632,
1950/04/28,4.43,
1950/04/29,4.355,
1950/04/30,4.255,
1950/05/01,4.199,
1950/05/02,4.253,
1950/05/03,4.193,
1950/05/04,4.224,
1950/05/05,4.292,
1950/05/06,4.493,
1950/05/07,4.476,
1950/05/08,4.4,
1950/05/09,4.437,
1950/05/10,4.498,
1950/05/11,4.384,
1950/05/12,4.379,
1950/05/13,4.383,
1950/05/14,4.344,
1950/05/15,4.263,
1950/05/16,4.303,
1950/05/17,4.3,
1950/05/18,4.305,
1950/05/19,4.334,
1950/05/20,4.446,
1950/05/21,4.417,
1950/05/22,4.43,
1950/05/23,4.38,
1950/05/24,4.404,
1950/05/25,4.408,
1950/05/26,4.399,
1950/05/27,4.385,
1950/05/28,4.3,
1950/05/29,4.265,
1950/05/30,4.221,
1950/05/31,4.12,
1950/06/01,4.092,
1950/06/02,4.255,
1950/06/03,4.489,
1950/06/04,4.488,
1950/06/05,4.428,
1950/06/06,4.736,
1950/06/07,4.733,
1950/06/08,4.768,
1950/06/09,4.524,
1950/06/10,4.361,
1950/06/11,4.356,
1950/06/12,4.26,
1950/06/13,4.208,
1950/06/14,4.204,
1950/06/15,4.22,
1950/06/16,4.24,
1950/06/17,4.416,
1950/06/18,4.372,
1950/06/19,4.339,
1950/06/20,4.41,
1950/06/21,4.445,
1950/06/22,4.445,
1950/06/23,4.46,
1950/06/24,4.521,
1950/06/25,4.554,
1950/06/26,4.457,
1950/06/27,4.316,
1950/06/28,4.305,
1950/06/29,4.168,
1950/06/30,4.137,
1950/07/01,4.182,
1950/07/02,4.216,
1950/07/03,4.345,
1950/07/04,4.466,
1950/07/05,4.478,
1950/07/06,4.538,
1950/07/07,4.436,
1950/07/08,4.513,
1950/07/09,4.485,
1950/07/10,4.46,
1950/07/11,4.435,
1950/07/12,4.411,
1950/07/13,4.386,
1950/07/14,4.365,
1950/07/15,4.346,
1950/07/16,4.334,
1950/07/17,4.333,
1950/07/18,4.383,
1950/07/19,4.361,
1950/07/20,4.433,
1950/07/21,4.461,
1950/07/22,4.412,
1950/07/23,4.348,
1950/07/24,4.308,
1950/07/25,4.093,
1950/07/26,4.21,
1950/07/27,4.17,
1950/07/28,4.195,
1950/07/29,4.244,
1950/07/30,4.268,
1950/07/31,4.261,
1950/08/01,4.31,
1950/08/02,4.363,
1950/08/03,4.428,
1950/08/04,4.481,
1950/08/05,4.516,
1950/08/06,4.48,
1950/08/07,4.416,
1950/08/08,4.335,
1950/08/09,4.333,
1950/08/10,4.303,
1950/08/11,4.224,
1950/08/12,4.184,
1950/08/13,4.19,
1950/08/14,4.149,
1950/08/15,4.155,
1950/08/16,4.158,
1950/08/17,4.269,
1950/08/18,4.344,
1950/08/19,4.338,
1950/08/20,4.44,
1950/08/21,4.443,
1950/08/22,4.359,
1950/08/23,4.28,
1950/08/24,4.198,
1950/08/25,4.149,
1950/08/26,4.143,
1950/08/27,4.13,
1950/08/28,4.21,
1950/08/29,4.235,
1950/08/30,4.292,
1950/08/31,4.341,
1950/09/01,4.418,
1950/09/02,4.457,
1950/09/03,4.503,
1950/09/04,4.538,
1950/09/05,4.465,
1950/09/06,4.373,
1950/09/07,4.345,
1950/09/08,4.293,
1950/09/09,4.27,
1950/09/10,4.152,
1950/09/11,4.174,
1950/09/12,4.36,
1950/09/13,4.343,
1950/09/14,4.275,
1950/09/15,4.413,
1950/09/16,4.491,
1950/09/17,4.415,
1950/09/18,4.432,
1950/09/19,4.487,
1950/09/20,4.401,
1950/09/21,4.388,
1950/09/22,4.351,
1950/09/23,4.492,
1950/09/24,4.345,
1950/09/25,4.216,
1950/09/26,4.116,
1950/09/27,4.106,
1950/09/28,4.161,
1950/09/29,4.195,
1950/09/30,4.282,
1950/10/01,4.344,
1950/10/02,4.399,
1950/10/03,4.364,
1950/10/04,4.485,
1950/10/05,4.436,
1950/10/06,4.322,
1950/10/07,4.311,
1950/10/08,4.238,
1950/10/09,4.291,
1950/10/10,4.182,
1950/10/11,4.293,
1950/10/12,4.271,
1950/10/13,4.42,
1950/10/14,4.266,
1950/10/15,4.225,
1950/10/16,4.282,
1950/10/17,4.39,
1950/10/18,4.364,
1950/10/19,4.507,
1950/10/20,4.416,
1950/10/21,4.238,
1950/10/22,4.201,
1950/10/23,4.267,
1950/10/24,4.277,
1950/10/25,4.35,
1950/10/26,4.246,
1950/10/27,4.192,
1950/10/28,4.228,
1950/10/29,4.226,
1950/10/30,4.388,
1950/10/31,4.392,
1950/11/01,4.564,
1950/11/02,4.582,
1950/11/03,4.505,
1950/11/04,4.552,
1950/11/05,4.673,
1950/11/06,4.346,
1950/11/07,4.244,
1950/11/08,4.165,
1950/11/09,4.225,
1950/11/10,4.245,
1950/11/11,4.204,
1950/11/12,4.211,
1950/11/13,4.293,
1950/11/14,4.413,
1950/11/15,4.455,
1950/11/16,4.51,
1950/11/17,4.593,
1950/11/18,4.426,
1950/11/19,4.335,
1950/11/20,4.441,
1950/11/21,4.553,
1950/11/22,4.266,
1950/11/23,4.201,
1950/11/24,4.224,
1950/11/25,4.358,
1950/11/26,4.584,
1950/11/27,4.563,
1950/11/28,4.588,
1950/11/29,4.718,
1950/11/30,4.683,
1950/12/01,4.482,
1950/12/02,4.464,
1950/12/03,4.478,
1950/12/04,4.471,
1950/12/05,4.44,
1950/12/06,4.388,
1950/12/07,4.325,
1950/12/08,4.27,
1950/12/09,4.236,
1950/12/10,4.238,
1950/12/11,4.277,
1950/12/12,4.335,
1950/12/13,4.394,
1950/12/14,4.44,
1950/12/15,4.467,
1950/12/16,4.47,
1950/12/17,4.455,
1950/12/18,4.422,
1950/12/19,4.388,
1950/12/20,4.36,
1950/12/21,4.345,
1950/12/22,4.34,
1950/12/23,4.338,
1950/12/24,4.336,
1950/12/25,4.339,
1950/12/26,4.342,
1950/12/27,4.35,
1950/12/28,4.365,
1950/12/29,4.385,
1950/12/30,4.414,
1950/12/31,4.448,
1951/01/01,4.463,
1951/01/02,4.436,
1951/01/03,4.509,
1951/01/04,4.514,
1951/01/05,4.126,
1951/01/06,4.156,
1951/01/07,4.128,
1951/01/08,4.294,
1951/01/09,4.207,
1951/01/10,4.325,
1951/01/11,4.399,
1951/01/12,4.428,
1951/01/13,4.504,
1951/01/14,4.484,
1951/01/15,4.845,
1951/01/16,4.49,
1951/01/17,4.46,
1951/01/18,4.447,
1951/01/19,4.404,
1951/01/20,4.311,
1951/01/21,4.451,
1951/01/22,4.108,
1951/01/23,4.078,
1951/01/24,4.363,
1951/01/25,4.324,
1951/01/26,4.427,
1951/01/27,4.305,
1951/01/28,4.187,
1951/01/29,4.372,
1951/01/30,4.29,
1951/01/31,4.279,
1951/02/01,4.517,
1951/02/02,4.381,
1951/02/03,4.146,
1951/02/04,4.179,
1951/02/05,4.148,
1951/02/06,4.068,
1951/02/07,4.317,
1951/02/08,4.506,
1951/02/09,4.063,
1951/02/10,4.097,
1951/02/11,4.26,
1951/02/12,4.359,
1951/02/13,4.349,
1951/02/14,4.253,
1951/02/15,4.184,
1951/02/16,4.165,
1951/02/17,4.232,
1951/02/18,4.234,
1951/02/19,4.214,
1951/02/20,4.312,
1951/02/21,4.3,
1951/02/22,4.347,
1951/02/23,4.295,
1951/02/24,4.359,
1951/02/25,4.475,
1951/02/26,4.555,
1951/02/27,4.542,
1951/02/28,4.451,
1951/03/01,4.426,
1951/03/02,4.434,
1951/03/03,4.455,
1951/03/04,4.4,
1951/03/05,4.245,
1951/03/06,4.324,
1951/03/07,4.3,
1951/03/08,4.296,
1951/03/09,4.316,
1951/03/10,4.317,
1951/03/11,4.457,
1951/03/12,4.38,
1951/03/13,4.578,
1951/03/14,4.505,
1951/03/15,4.582,
1951/03/16,4.533,
1951/03/17,4.435,
1951/03/18,4.336,
1951/03/19,4.291,
1951/03/20,4.36,
1951/03/21,4.238,
1951/03/22,4.356,
1951/03/23,4.324,
1951/03/24,4.308,
1951/03/25,4.318,
1951/03/26,4.298,
1951/03/27,4.229,
1951/03/28,4.341,
1951/03/29,4.442,
1951/03/30,4.403,
1951/03/31,4.451,
1951/04/01,4.412,
1951/04/02,4.363,
1951/04/03,4.419,
1951/04/04,4.342,
1951/04/05,4.288,
1951/04/06,4.274,
1951/04/07,4.351,
1951/04/08,4.356,
1951/04/09,4.53,
1951/04/10,4.591,
1951/04/11,4.592,
1951/04/12,4.561,
1951/04/13,4.652,
1951/04/14,4.685,
1951/04/15,4.712,
1951/04/16,4.626,
1951/04/17,4.633,
1951/04/18,4.487,
1951/04/19,4.438,
1951/04/20,4.363,
1951/04/21,4.213,
1951/04/22,4.183,
1951/04/23,4.292,
1951/04/24,4.256,
1951/04/25,4.3,
1951/04/26,4.465,
1951/04/27,4.466,
1951/04/28,4.465,
1951/04/29,4.598,
1951/04/30,4.492,
1951/05/01,4.365,
1951/05/02,4.486,
1951/05/03,4.503,
1951/05/04,4.446,
1951/05/05,4.492,
1951/05/06,4.471,
1951/05/07,4.509,
1951/05/08,4.507,
1951/05/09,4.501,
1951/05/10,4.454,
1951/05/11,4.405,
1951/05/12,4.57,
1951/05/13,4.45,
1951/05/14,4.376,
1951/05/15,4.338,
1951/05/16,4.341,
1951/05/17,4.315,
1951/05/18,4.345,
1951/05/19,4.229,
1951/05/20,4.243,
1951/05/21,4.288,
1951/05/22,4.323,
1951/05/23,4.357,
1951/05/24,4.424,
1951/05/25,4.496,
1951/05/26,4.554,
1951/05/27,4.587,
1951/05/28,4.59,
1951/05/29,4.564,
1951/05/30,4.519,
1951/05/31,4.471,
1951/06/01,4.434,
1951/06/02,4.412,
1951/06/03,4.402,
1951/06/04,4.404,
1951/06/05,4.413,
1951/06/06,4.497,
1951/06/07,4.567,
1951/06/08,4.499,
1951/06/09,4.39,
1951/06/10,4.433,
1951/06/11,4.448,
1951/06/12,4.49,
1951/06/13,4.436,
1951/06/14,4.421,
1951/06/15,4.458,
1951/06/16,4.423,
1951/06/17,4.315,
1951/06/18,4.31,
1951/06/19,4.23,
1951/06/20,4.296,
1951/06/21,4.373,
1951/06/22,4.39,
1951/06/23,4.424,
1951/06/24,4.503,
1951/06/25,4.577,
1951/06/26,4.565,
1951/06/27,4.515,
1951/06/28,4.516,
1951/06/29,4.375,
1951/06/30,4.245,
1951/07/01,4.229,
1951/07/02,4.185,
1951/07/03,4.143,
1951/07/04,4.139,
1951/07/05,4.272,
1951/07/06,4.292,
1951/07/07,4.219,
1951/07/08,4.376,
1951/07/09,4.584,
1951/07/10,4.589,
1951/07/11,4.408,
1951/07/12,4.366,
1951/07/13,4.425,
1951/07/14,4.357,
1951/07/15,4.343,
1951/07/16,4.278,
1951/07/17,4.251,
1951/07/18,4.228,
1951/07/19,4.252,
1951/07/20,4.324,
1951/07/21,4.293,
1951/07/22,4.435,
1951/07/23,4.766,
1951/07/24,4.851,
1951/07/25,4.751,
1951/07/26,4.6,
1951/07/27,4.486,
1951/07/28,4.376,
1951/07/29,4.365,
1951/07/30,4.25,
1951/07/31,4.405,
1951/08/01,4.441,
1951/08/02,4.338,
1951/08/03,4.393,
1951/08/04,4.427,
1951/08/05,4.393,
1951/08/06,4.577,
1951/08/07,4.735,
1951/08/08,4.585,
1951/08/09,4.519,
1951/08/10,4.525,
1951/08/11,4.595,
1951/08/12,4.589,
1951/08/13,4.336,
1951/08/14,4.075,
1951/08/15,4,
1951/08/16,3.986,
1951/08/17,4.059,
1951/08/18,4.158,
1951/08/19,4.14,
1951/08/20,4.489,
1951/08/21,4.791,
1951/08/22,4.685,
1951/08/23,4.5,
1951/08/24,4.505,
1951/08/25,4.408,
1951/08/26,4.442,
1951/08/27,4.323,
1951/08/28,4.196,
1951/08/29,4.183,
1951/08/30,4.139,
1951/08/31,4.137,
1951/09/01,4.114,
1951/09/02,4.105,
1951/09/03,4.194,
1951/09/04,4.351,
1951/09/05,4.425,
1951/09/06,4.395,
1951/09/07,4.699,
1951/09/08,4.634,
1951/09/09,4.443,
1951/09/10,4.44,
1951/09/11,4.37,
1951/09/12,4.101,
1951/09/13,3.947,
1951/09/14,3.984,
1951/09/15,3.976,
1951/09/16,4.032,
1951/09/17,4.062,
1951/09/18,4.173,
1951/09/19,4.219,
1951/09/20,4.262,
1951/09/21,4.504,
1951/09/22,4.526,
1951/09/23,4.482,
1951/09/24,4.395,
1951/09/25,4.446,
1951/09/26,4.264,
1951/09/27,4.082,
1951/09/28,4.248,
1951/09/29,4.138,
1951/09/30,4.235,
1951/10/01,4.172,
1951/10/02,4.069,
1951/10/03,4.157,
1951/10/04,4.295,
1951/10/05,4.381,
1951/10/06,4.58,
1951/10/07,4.646,
1951/10/08,4.781,
1951/10/09,4.604,
1951/10/10,4.36,
1951/10/11,4.272,
1951/10/12,3.986,
1951/10/13,3.989,
1951/10/14,4.099,
1951/10/15,3.983,
1951/10/16,3.986,
1951/10/17,4.11,
1951/10/18,4.24,
1951/10/19,4.436,
1951/10/20,4.506,
1951/10/21,4.523,
1951/10/22,4.534,
1951/10/23,4.511,
1951/10/24,4.365,
1951/10/25,4.463,
1951/10/26,4.209,
1951/10/27,4.243,
1951/10/28,4.269,
1951/10/29,4.191,
1951/10/30,3.99,
1951/10/31,4.135,
1951/11/01,4.121,
1951/11/02,4.255,
1951/11/03,4.72,
1951/11/04,4.651,
1951/11/05,4.675,
1951/11/06,4.437,
1951/11/07,4.439,
1951/11/08,4.549,
1951/11/09,4.262,
1951/11/10,4.125,
1951/11/11,4.105,
1951/11/12,3.963,
1951/11/13,4.013,
1951/11/14,4.179,
1951/11/15,4.3,
1951/11/16,4.428,
1951/11/17,4.675,
1951/11/18,4.841,
1951/11/19,4.758,
1951/11/20,4.628,
1951/11/21,4.619,
1951/11/22,4.67,
1951/11/23,4.564,
1951/11/24,4.323,
1951/11/25,4.132,
1951/11/26,4.376,
1951/11/27,4.318,
1951/11/28,4.277,
1951/11/29,4.247,
1951/11/30,4.247,
1951/12/01,4.282,
1951/12/02,4.34,
1951/12/03,4.395,
1951/12/04,4.778,
1951/12/05,4.726,
1951/12/06,4.692,
1951/12/07,4.525,
1951/12/08,4.214,
1951/12/09,4.076,
1951/12/10,3.979,
1951/12/11,4.071,
1951/12/12,4.235,
1951/12/13,4.338,
1951/12/14,4.295,
1951/12/15,4.374,
1951/12/16,4.285,
1951/12/17,4.313,
1951/12/18,4.406,
1951/12/19,4.481,
1951/12/20,4.24,
1951/12/21,4.459,
1951/12/22,4.472,
1951/12/23,4.47,
1951/12/24,4.448,
1951/12/25,4.41,
1951/12/26,4.359,
1951/12/27,4.302,
1951/12/28,4.257,
1951/12/29,4.242,
1951/12/30,4.265,
1951/12/31,4.317,
1952/01/01,4.382,
1952/01/02,4.43,
1952/01/03,4.463,
1952/01/04,4.474,
1952/01/05,4.46,
1952/01/06,4.43,
1952/01/07,4.396,
1952/01/08,4.365,
1952/01/09,4.349,
1952/01/10,4.34,
1952/01/11,4.336,
1952/01/12,4.336,
1952/01/13,4.337,
1952/01/14,4.342,
1952/01/15,4.35,
1952/01/16,4.364,
1952/01/17,4.386,
1952/01/18,4.414,
1952/01/19,4.447,
1952/01/20,4.477,
1952/01/21,4.493,
1952/01/22,4.483,
1952/01/23,4.446,
1952/01/24,4.387,
1952/01/25,4.322,
1952/01/26,4.266,
1952/01/27,4.24,
1952/01/28,4.25,
1952/01/29,4.292,
1952/01/30,4.35,
1952/01/31,4.403,
1952/02/01,4.425,
1952/02/02,4.464,
1952/02/03,4.435,
1952/02/04,4.555,
1952/02/05,4.548,
1952/02/06,4.385,
1952/02/07,4.3,
1952/02/08,4.282,
1952/02/09,4.318,
1952/02/10,4.302,
1952/02/11,4.366,
1952/02/12,4.568,
1952/02/13,4.423,
1952/02/14,4.389,
1952/02/15,4.33,
1952/02/16,4.299,
1952/02/17,4.341,
1952/02/18,4.565,
1952/02/19,4.519,
1952/02/20,4.349,
1952/02/21,4.463,
1952/02/22,4.42,
1952/02/23,4.307,
1952/02/24,4.21,
1952/02/25,4.188,
1952/02/26,4.215,
1952/02/27,4.311,
1952/02/28,4.37,
1952/02/29,4.324,
1952/03/01,4.435,
1952/03/02,4.441,
1952/03/03,4.3,
1952/03/04,4.414,
1952/03/05,4.439,
1952/03/06,4.37,
1952/03/07,4.259,
1952/03/08,4.257,
1952/03/09,4.203,
1952/03/10,4.169,
1952/03/11,4.281,
1952/03/12,4.374,
1952/03/13,4.228,
1952/03/14,4.392,
1952/03/15,4.315,
1952/03/16,4.416,
1952/03/17,4.532,
1952/03/18,4.464,
1952/03/19,4.415,
1952/03/20,4.432,
1952/03/21,4.378,
1952/03/22,4.33,
1952/03/23,4.205,
1952/03/24,4.226,
1952/03/25,4.147,
1952/03/26,4.126,
1952/03/27,4.219,
1952/03/28,4.282,
1952/03/29,4.313,
1952/03/30,4.309,
1952/03/31,4.365,
1952/04/01,4.451,
1952/04/02,4.5,
1952/04/03,4.53,
1952/04/04,4.358,
1952/04/05,4.293,
1952/04/06,4.493,
1952/04/07,4.384,
1952/04/08,4.199,
1952/04/09,4.117,
1952/04/10,4.135,
1952/04/11,4.224,
1952/04/12,4.178,
1952/04/13,4.201,
1952/04/14,4.407,
1952/04/15,4.493,
1952/04/16,4.605,
1952/04/17,4.568,
1952/04/18,4.575,
1952/04/19,4.473,
1952/04/20,4.399,
1952/04/21,4.288,
1952/04/22,4.178,
1952/04/23,4.233,
1952/04/24,4.163,
1952/04/25,4.193,
1952/04/26,4.361,
1952/04/27,4.5,
1952/04/28,4.558,
1952/04/29,4.616,
1952/04/30,4.704,
1952/05/01,4.687,
1952/05/02,4.671,
1952/05/03,4.628,
1952/05/04,4.575,
1952/05/05,4.553,
1952/05/06,4.489,
1952/05/07,4.479,
1952/05/08,4.444,
1952/05/09,4.407,
1952/05/10,4.451,
1952/05/11,4.502,
1952/05/12,4.566,
1952/05/13,4.603,
1952/05/14,4.688,
1952/05/15,4.684,
1952/05/16,4.739,
1952/05/17,4.615,
1952/05/18,4.485,
1952/05/19,4.407,
1952/05/20,4.306,
1952/05/21,4.385,
1952/05/22,4.353,
1952/05/23,4.32,
1952/05/24,4.265,
1952/05/25,4.325,
1952/05/26,4.42,
1952/05/27,4.538,
1952/05/28,4.544,
1952/05/29,4.433,
1952/05/30,4.531,
1952/05/31,4.423,
1952/06/01,4.395,
1952/06/02,4.484,
1952/06/03,4.433,
1952/06/04,4.329,
1952/06/05,4.311,
1952/06/06,4.314,
1952/06/07,4.513,
1952/06/08,4.451,
1952/06/09,4.473,
1952/06/10,4.528,
1952/06/11,4.611,
1952/06/12,4.69,
1952/06/13,4.733,
1952/06/14,4.579,
1952/06/15,4.515,
1952/06/16,4.463,
1952/06/17,4.463,
1952/06/18,4.435,
1952/06/19,4.425,
1952/06/20,4.341,
1952/06/21,4.322,
1952/06/22,4.417,
1952/06/23,4.37,
1952/06/24,4.4,
1952/06/25,4.477,
1952/06/26,4.54,
1952/06/27,4.477,
1952/06/28,4.433,
1952/06/29,4.488,
1952/06/30,4.453,
1952/07/01,4.388,
1952/07/02,4.391,
1952/07/03,4.327,
1952/07/04,4.29,
1952/07/05,4.232,
1952/07/06,4.198,
1952/07/07,4.094,
1952/07/08,4.115,
1952/07/09,4.16,
1952/07/10,4.244,
1952/07/11,4.348,
1952/07/12,4.358,
1952/07/13,4.437,
1952/07/14,4.485,
1952/07/15,4.547,
1952/07/16,4.395,
1952/07/17,4.202,
1952/07/18,4.225,
1952/07/19,4.251,
1952/07/20,4.298,
1952/07/21,4.303,
1952/07/22,4.363,
1952/07/23,4.414,
1952/07/24,4.44,
1952/07/25,4.371,
1952/07/26,4.377,
1952/07/27,4.401,
1952/07/28,4.488,
1952/07/29,4.49,
1952/07/30,4.497,
1952/07/31,4.43,
1952/08/01,4.327,
1952/08/02,4.295,
1952/08/03,4.257,
1952/08/04,4.065,
1952/08/05,4.066,
1952/08/06,4.07,
1952/08/07,4.183,
1952/08/08,4.238,
1952/08/09,4.387,
1952/08/10,4.534,
1952/08/11,4.561,
1952/08/12,4.476,
1952/08/13,4.487,
1952/08/14,4.48,
1952/08/15,4.413,
1952/08/16,4.342,
1952/08/17,4.32,
1952/08/18,4.162,
1952/08/19,4.254,
1952/08/20,4.205,
1952/08/21,4.165,
1952/08/22,4.179,
1952/08/23,4.205,
1952/08/24,4.265,
1952/08/25,4.323,
1952/08/26,4.25,
1952/08/27,4.305,
1952/08/28,4.328,
1952/08/29,4.352,
1952/08/30,4.335,
1952/08/31,4.338,
1952/09/01,4.354,
1952/09/02,4.276,
1952/09/03,4.204,
1952/09/04,4.104,
1952/09/05,4.035,
1952/09/06,4.147,
1952/09/07,4.159,
1952/09/08,4.288,
1952/09/09,4.209,
1952/09/10,4.3,
1952/09/11,4.315,
1952/09/12,4.33,
1952/09/13,4.3,
1952/09/14,4.238,
1952/09/15,4.233,
1952/09/16,4.332,
1952/09/17,4.315,
1952/09/18,4.189,
1952/09/19,4.215,
1952/09/20,4.198,
1952/09/21,4.22,
1952/09/22,4.228,
1952/09/23,4.234,
1952/09/24,4.268,
1952/09/25,4.29,
1952/09/26,4.387,
1952/09/27,4.438,
1952/09/28,4.437,
1952/09/29,4.398,
1952/09/30,4.333,
1952/10/01,4.26,
1952/10/02,4.22,
1952/10/03,4.278,
1952/10/04,4.168,
1952/10/05,4.128,
1952/10/06,4.139,
1952/10/07,4.258,
1952/10/08,4.284,
1952/10/09,4.349,
1952/10/10,4.375,
1952/10/11,4.355,
1952/10/12,4.437,
1952/10/13,4.421,
1952/10/14,4.296,
1952/10/15,4.287,
1952/10/16,4.332,
1952/10/17,4.233,
1952/10/18,4.233,
1952/10/19,4.282,
1952/10/20,4.32,
1952/10/21,4.221,
1952/10/22,4.25,
1952/10/23,4.39,
1952/10/24,4.433,
1952/10/25,4.407,
1952/10/26,4.434,
1952/10/27,4.503,
1952/10/28,4.596,
1952/10/29,4.446,
1952/10/30,4.203,
1952/10/31,4.271,
1952/11/01,4.24,
1952/11/02,4.193,
1952/11/03,4.297,
1952/11/04,4.306,
1952/11/05,4.409,
1952/11/06,4.531,
1952/11/07,4.527,
1952/11/08,4.417,
1952/11/09,4.414,
1952/11/10,4.46,
1952/11/11,4.414,
1952/11/12,4.403,
1952/11/13,4.239,
1952/11/14,4.218,
1952/11/15,4.239,
1952/11/16,4.213,
1952/11/17,4.234,
1952/11/18,4.28,
1952/11/19,4.408,
1952/11/20,4.361,
1952/11/21,4.254,
1952/11/22,4.286,
1952/11/23,4.322,
1952/11/24,4.349,
1952/11/25,4.287,
1952/11/26,4.322,
1952/11/27,4.344,
1952/11/28,4.251,
1952/11/29,4.238,
1952/11/30,4.183,
1952/12/01,4.188,
1952/12/02,4.327,
1952/12/03,4.263,
1952/12/04,4.257,
1952/12/05,4.32,
1952/12/06,4.587,
1952/12/07,4.515,
1952/12/08,4.457,
1952/12/09,4.456,
1952/12/10,4.476,
1952/12/11,4.524,
1952/12/12,4.578,
1952/12/13,4.575,
1952/12/14,4.383,
1952/12/15,4.348,
1952/12/16,4.311,
1952/12/17,4.227,
1952/12/18,4.215,
1952/12/19,4.154,
1952/12/20,4.208,
1952/12/21,4.288,
1952/12/22,4.489,
1952/12/23,4.457,
1952/12/24,4.598,
1952/12/25,4.505,
1952/12/26,4.398,
1952/12/27,4.37,
1952/12/28,4.221,
1952/12/29,4.155,
1952/12/30,4.187,
1952/12/31,4.182,
1953/01/01,4.395,
1953/01/02,4.336,
1953/01/03,4.505,
1953/01/04,4.558,
1953/01/05,4.411,
1953/01/06,4.403,
1953/01/07,4.33,
1953/01/08,4.28,
1953/01/09,4.338,
1953/01/10,4.438,
1953/01/11,4.623,
1953/01/12,4.416,
1953/01/13,4.428,
1953/01/14,4.118,
1953/01/15,4.106,
1953/01/16,4.188,
1953/01/17,3.963,
1953/01/18,4.327,
1953/01/19,4.333,
1953/01/20,4.429,
1953/01/21,4.441,
1953/01/22,4.563,
1953/01/23,4.489,
1953/01/24,4.616,
1953/01/25,4.699,
1953/01/26,4.349,
1953/01/27,4.303,
1953/01/28,4.54,
1953/01/29,4.35,
1953/01/30,4.203,
1953/01/31,4.333,
1953/02/01,4.388,
1953/02/02,4.143,
1953/02/03,4.313,
1953/02/04,4.54,
1953/02/05,4.39,
1953/02/06,4.395,
1953/02/07,4.452,
1953/02/08,4.449,
1953/02/09,4.356,
1953/02/10,4.288,
1953/02/11,4.33,
1953/02/12,4.462,
1953/02/13,4.46,
1953/02/14,4.267,
1953/02/15,4.28,
1953/02/16,4.513,
1953/02/17,4.302,
1953/02/18,4.28,
1953/02/19,4.197,
1953/02/20,4.301,
1953/02/21,4.602,
1953/02/22,4.272,
1953/02/23,4.178,
1953/02/24,4.372,
1953/02/25,4.369,
1953/02/26,4.468,
1953/02/27,4.551,
1953/02/28,4.452,
1953/03/01,4.294,
1953/03/02,4.224,
1953/03/03,4.185,
