Station_Name,SAINT JOHN
Station_Number,65
Latitude_Decimal_Degrees,45.251
Longitude_Decimal_Degrees,66.063
Datum,CD
Time_Zone,AST
SLEV=Observed Water Level
Obs_date,SLEV(metres)
2002/11/23,4.613,
2002/11/24,4.287,
2002/11/25,4.327,
2002/11/26,4.477,
2002/11/27,4.524,
2002/11/28,4.578,
2002/11/29,4.607,
2002/11/30,4.684,
2002/12/01,4.596,
2002/12/02,4.244,
2002/12/03,4.226,
2002/12/04,4.162,
2002/12/05,4.218,
2002/12/06,4.419,
2002/12/07,4.489,
2002/12/08,4.467,
2002/12/09,4.333,
2002/12/10,4.428,
2002/12/11,4.48,
2002/12/12,4.522,
2002/12/13,4.531,
2002/12/14,4.617,
2002/12/15,4.585,
2002/12/16,4.447,
2002/12/17,4.454,
2002/12/18,4.332,
2002/12/19,4.41,
2002/12/20,4.591,
2002/12/21,4.619,
2002/12/22,4.52,
2002/12/23,4.579,
2002/12/24,4.533,
2002/12/25,4.629,
2002/12/26,4.633,
2002/12/27,4.504,
2002/12/28,4.646,
2002/12/29,4.579,
2002/12/30,4.376,
2002/12/31,4.423,
2003/01/01,4.298,
2003/01/02,4.323,
2003/01/03,4.353,
2003/01/04,4.497,
2003/01/05,4.474,
2003/01/06,4.534,
2003/01/07,4.612,
2003/01/08,4.749,
2003/01/09,4.765,
2003/01/10,4.644,
2003/01/11,4.544,
2003/01/12,4.473,
2003/01/13,4.469,
2003/01/14,4.39,
2003/01/15,4.389,
2003/01/16,4.341,
2003/01/17,4.358,
2003/01/18,4.417,
2003/01/19,4.402,
2003/01/20,4.45,
2003/01/21,4.286,
2003/01/22,4.264,
2003/01/23,4.456,
2003/01/24,4.578,
2003/01/25,4.489,
2003/01/26,4.566,
2003/01/27,4.488,
2003/01/28,4.314,
2003/01/29,4.244,
2003/01/30,4.16,
2003/01/31,4.119,
2003/02/01,4.222,
2003/02/02,4.422,
2003/02/03,4.357,
2003/02/04,4.493,
2003/02/05,4.457,
2003/02/06,4.138,
2003/02/07,4.338,
2003/02/08,4.463,
2003/02/09,4.398,
2003/02/10,4.403,
2003/02/11,4.563,
2003/02/12,4.397,
2003/02/13,4.224,
2003/02/14,4.101,
2003/02/15,3.979,
2003/02/16,3.982,
2003/02/17,4.081,
2003/02/18,4.279,
2003/02/19,4.315,
2003/02/20,4.339,
2003/02/21,4.392,
2003/02/22,4.46,
2003/02/23,4.779,
2003/02/24,4.398,
2003/02/25,4.306,
2003/02/26,4.25,
2003/02/27,4.287,
2003/02/28,4.31,
2003/03/01,4.337,
2003/03/02,4.42,
2003/03/03,4.366,
2003/03/04,4.134,
2003/03/05,4.409,
2003/03/06,4.401,
2003/03/07,4.366,
2003/03/08,4.438,
2003/03/09,4.649,
2003/03/10,4.474,
2003/03/11,4.453,
2003/03/12,4.463,
2003/03/13,4.401,
2003/03/14,4.329,
2003/03/15,4.335,
2003/03/16,4.36,
2003/03/17,4.389,
2003/03/18,4.331,
2003/03/19,4.246,
2003/03/20,4.247,
2003/03/21,4.387,
2003/03/22,4.502,
2003/03/23,4.57,
2003/03/24,4.552,
2003/03/25,4.536,
2003/03/26,4.525,
2003/03/27,4.493,
2003/03/28,4.283,
2003/03/29,4.354,
2003/03/30,4.325,
2003/03/31,4.432,
2003/04/01,4.281,
2003/04/02,4.346,
2003/04/03,4.305,
2003/04/04,4.347,
2003/04/05,4.481,
2003/04/06,4.441,
2003/04/07,4.244,
2003/04/08,4.374,
2003/04/09,4.449,
2003/04/10,4.492,
2003/04/11,4.493,
2003/04/12,4.588,
2003/04/13,4.505,
2003/04/14,4.337,
2003/04/15,4.345,
2003/04/16,4.313,
2003/04/17,4.202,
2003/04/18,4.179,
2003/04/19,4.255,
2003/04/20,4.371,
2003/04/21,4.548,
2003/04/22,4.672,
2003/04/23,4.717,
2003/04/24,4.714,
2003/04/25,4.59,
2003/04/26,4.479,
2003/04/27,4.503,
2003/04/28,4.486,
2003/04/29,4.461,
2003/04/30,4.424,
2003/05/01,4.408,
2003/05/02,4.47,
2003/05/03,4.455,
2003/05/04,4.455,
2003/05/05,4.464,
2003/05/06,4.465,
2003/05/07,4.571,
2003/05/08,4.577,
2003/05/09,4.595,
2003/05/10,4.62,
2003/05/11,4.636,
2003/05/12,4.607,
2003/05/13,4.584,
2003/05/14,4.478,
2003/05/15,4.258,
2003/05/16,4.152,
2003/05/17,4.351,
2003/05/18,4.276,
2003/05/19,4.378,
2003/05/20,4.441,
2003/05/21,4.521,
2003/05/22,4.477,
2003/05/23,4.462,
2003/05/24,4.423,
2003/05/25,4.411,
2003/05/26,4.404,
2003/05/27,4.412,
2003/05/28,4.453,
2003/05/29,4.507,
2003/05/30,4.501,
2003/05/31,4.464,
2003/06/01,4.484,
2003/06/02,4.504,
2003/06/03,4.444,
2003/06/04,4.418,
2003/06/05,4.488,
2003/06/06,4.592,
2003/06/07,4.531,
2003/06/08,4.578,
2003/06/09,4.619,
2003/06/10,4.552,
2003/06/11,4.432,
2003/06/12,4.376,
2003/06/13,4.255,
2003/06/14,4.307,
2003/06/15,4.325,
2003/06/16,4.317,
2003/06/17,4.341,
2003/06/18,4.458,
2003/06/19,4.579,
2003/06/20,4.58,
2003/06/21,4.577,
2003/06/22,4.61,
2003/06/23,4.587,
2003/06/24,4.548,
2003/06/25,4.481,
2003/06/26,4.476,
2003/06/27,4.474,
2003/06/28,4.412,
2003/06/29,4.337,
2003/06/30,4.349,
2003/07/01,4.361,
2003/07/02,4.381,
2003/07/03,4.459,
2003/07/04,4.498,
2003/07/05,4.558,
2003/07/06,4.6,
2003/07/07,4.594,
2003/07/08,4.62,
2003/07/09,4.577,
2003/07/10,4.427,
2003/07/11,4.413,
2003/07/12,4.397,
2003/07/13,4.296,
2003/07/14,4.226,
2003/07/15,4.263,
2003/07/16,4.353,
2003/07/17,4.442,
2003/07/18,4.482,
2003/07/19,4.5,
2003/07/20,4.501,
2003/07/21,4.504,
2003/07/22,4.546,
2003/07/23,4.483,
2003/07/24,4.413,
2003/07/25,4.359,
2003/07/26,4.32,
2003/07/27,4.392,
2003/07/28,4.415,
2003/07/29,4.352,
2003/07/30,4.271,
2003/07/31,4.233,
2003/08/01,4.298,
2003/08/02,4.375,
2003/08/03,4.432,
2003/08/04,4.48,
2003/08/05,4.546,
2003/08/06,4.551,
2003/08/07,4.488,
2003/08/08,4.448,
2003/08/09,4.375,
2003/08/10,4.316,
2003/08/11,4.318,
2003/08/12,4.272,
2003/08/13,4.31,
2003/08/14,4.386,
2003/08/15,4.449,
2003/08/16,4.575,
2003/08/17,4.551,
2003/08/18,4.544,
2003/08/19,4.556,
2003/08/20,4.535,
2003/08/21,4.558,
2003/08/22,4.565,
2003/08/23,4.574,
2003/08/24,4.463,
2003/08/25,4.407,
2003/08/26,4.39,
2003/08/27,4.462,
2003/08/28,4.34,
2003/08/29,4.318,
2003/08/30,4.392,
2003/08/31,4.369,
2003/09/01,4.445,
2003/09/02,4.477,
2003/09/03,4.533,
2003/09/04,4.613,
2003/09/05,4.586,
2003/09/06,4.498,
2003/09/07,4.426,
2003/09/08,4.342,
2003/09/09,4.238,
2003/09/10,4.242,
2003/09/11,4.26,
2003/09/12,4.238,
2003/09/13,4.267,
2003/09/14,4.345,
2003/09/15,4.408,
2003/09/16,4.467,
2003/09/17,4.458,
2003/09/18,4.424,
2003/09/19,4.44,
2003/09/20,4.52,
2003/09/21,4.511,
2003/09/22,4.446,
2003/09/23,4.44,
2003/09/24,4.375,
2003/09/25,4.331,
2003/09/26,4.283,
2003/09/27,4.261,
2003/09/28,4.409,
2003/09/29,4.526,
2003/09/30,4.44,
2003/10/01,4.497,
2003/10/02,4.6,
2003/10/03,4.573,
2003/10/04,4.563,
2003/10/05,4.51,
2003/10/06,4.347,
2003/10/07,4.301,
2003/10/08,4.248,
2003/10/09,4.149,
2003/10/10,4.216,
2003/10/11,4.259,
2003/10/12,4.353,
2003/10/13,4.478,
2003/10/14,4.446,
2003/10/15,4.74,
2003/10/16,4.534,
2003/10/17,4.447,
2003/10/18,4.532,
2003/10/19,4.565,
2003/10/20,4.484,
2003/10/21,4.606,
2003/10/22,4.495,
2003/10/23,4.549,
2003/10/24,4.338,
2003/10/25,4.167,
2003/10/26,4.201,
2003/10/27,4.351,
2003/10/28,4.432,
2003/10/29,4.567,
2003/10/30,4.552,
2003/10/31,4.495,
2003/11/01,4.632,
2003/11/02,4.474,
2003/11/03,4.518,
2003/11/04,4.355,
2003/11/05,4.457,
2003/11/06,4.385,
2003/11/07,4.578,
2003/11/08,4.589,
2003/11/09,4.419,
2003/11/10,4.33,
2003/11/11,4.418,
2003/11/12,4.573,
2003/11/13,4.818,
2003/11/14,4.668,
2003/11/15,4.518,
2003/11/16,4.502,
2003/11/17,4.492,
2003/11/18,4.486,
2003/11/19,4.552,
2003/11/20,4.651,
2003/11/28,4.618,
2003/11/29,4.856,
2003/11/30,4.42,
2003/12/01,4.561,
2003/12/02,4.327,
2003/12/03,4.245,
2003/12/04,4.168,
2003/12/05,4.194,
2003/12/06,4.337,
2003/12/07,4.457,
2003/12/08,4.329,
2003/12/09,4.305,
2003/12/10,4.274,
2003/12/11,4.467,
2003/12/12,4.453,
2003/12/13,4.228,
2003/12/14,4.269,
2003/12/15,4.632,
2003/12/16,4.27,
2003/12/17,4.565,
2003/12/18,4.793,
2003/12/19,4.534,
2003/12/20,4.434,
2003/12/21,4.307,
2003/12/22,4.171,
2003/12/23,4.187,
2003/12/24,4.225,
2003/12/25,4.389,
2003/12/26,4.423,
2003/12/27,4.407,
2003/12/28,4.452,
2003/12/29,4.456,
2003/12/30,4.578,
2003/12/31,4.381,
2004/01/01,4.303,
2004/01/02,4.31,
2004/01/03,4.344,
2004/01/04,4.359,
2004/01/05,4.262,
2004/01/06,4.401,
2004/01/07,4.246,
2004/01/08,4.105,
2004/01/09,4.241,
2004/01/10,4.24,
2004/01/11,4.269,
2004/01/12,4.38,
2004/01/13,4.544,
2004/01/14,4.286,
2004/01/15,4.373,
2004/01/17,4.336,
2004/01/18,4.593,
2004/01/19,4.552,
2004/01/20,4.216,
2004/01/21,4.249,
2004/02/27,4.333,
2004/02/28,4.447,
2004/02/29,4.472,
2004/03/01,4.414,
2004/03/02,4.393,
2004/03/03,4.349,
2004/03/04,4.309,
2004/03/05,4.274,
2004/03/06,4.461,
2004/03/07,4.268,
2004/03/08,4.351,
2004/03/09,4.403,
2004/03/10,4.275,
2004/03/11,4.416,
2004/03/12,4.567,
2004/03/13,4.44,
2004/03/14,4.403,
2004/03/15,4.489,
2004/03/16,4.305,
2004/03/17,4.411,
2004/03/18,4.359,
2004/03/19,4.243,
2004/03/20,4.311,
2004/03/21,4.457,
2004/03/22,4.357,
2004/03/23,4.254,
2004/03/24,4.238,
2004/03/25,4.223,
2004/03/26,4.2,
2004/03/27,4.341,
2004/03/28,4.279,
2004/03/29,4.381,
2004/03/30,4.315,
2004/03/31,4.371,
2004/04/01,4.356,
2004/04/02,4.343,
2004/04/03,4.38,
2004/04/04,4.48,
2004/04/05,4.512,
2004/04/06,4.439,
2004/04/07,4.397,
2004/04/08,4.48,
2004/04/09,4.546,
2004/04/10,4.528,
2004/04/11,4.472,
2004/04/12,4.461,
2004/04/13,4.419,
2004/04/14,4.51,
2004/04/15,4.353,
2004/04/16,4.258,
2004/04/17,4.256,
2004/04/18,4.186,
2004/04/19,4.332,
2004/04/20,4.261,
2004/04/21,4.277,
2004/04/22,4.383,
2004/04/23,4.275,
2004/04/24,4.468,
2004/04/25,4.328,
2004/04/26,4.46,
2004/04/27,4.614,
2004/04/28,4.613,
2004/04/29,4.476,
2004/04/30,4.413,
2004/05/01,4.396,
2004/05/02,4.405,
2004/05/03,4.391,
2004/05/04,4.44,
2004/05/05,4.325,
2004/05/06,4.331,
2004/05/07,4.395,
2004/05/08,4.368,
2004/05/09,4.474,
2004/05/10,4.501,
2004/05/11,4.564,
2004/05/12,4.489,
2004/05/13,4.392,
2004/05/14,4.341,
2004/05/15,4.326,
2004/05/16,4.249,
2004/05/17,4.228,
2004/05/18,4.292,
2004/05/19,4.301,
2004/05/20,4.32,
2004/05/21,4.372,
2004/05/22,4.416,
2004/05/23,4.487,
2004/05/24,4.539,
2004/05/25,4.564,
2004/05/26,4.566,
2004/05/27,4.596,
2004/05/28,4.656,
2004/05/29,4.622,
2004/05/30,4.52,
2004/05/31,4.474,
2004/06/01,4.441,
2004/06/02,4.38,
2004/06/03,4.335,
2004/06/04,4.276,
2004/06/05,4.267,
2004/06/06,4.359,
2004/06/07,4.446,
2004/06/08,4.52,
2004/06/09,4.598,
2004/06/10,4.608,
2004/06/11,4.567,
2004/06/12,4.477,
2004/06/13,4.409,
2004/06/14,4.395,
2004/06/15,4.375,
2004/06/16,4.322,
2004/06/17,4.332,
2004/06/18,4.373,
2004/06/19,4.44,
2004/06/20,4.462,
2004/06/21,4.474,
2004/06/22,4.507,
2004/06/23,4.557,
2004/06/24,4.476,
2004/06/25,4.478,
2004/06/26,4.558,
2004/06/27,4.593,
2004/06/28,4.49,
2004/06/29,4.425,
2004/06/30,4.348,
2004/07/01,4.251,
2004/07/02,4.241,
2004/07/03,4.26,
2004/07/04,4.288,
2004/07/05,4.385,
2004/07/06,4.466,
2004/07/07,4.515,
2004/07/08,4.525,
2004/07/09,4.538,
2004/07/10,4.502,
2004/07/11,4.449,
2004/07/12,4.378,
2004/07/13,4.357,
2004/07/14,4.404,
2004/07/15,4.466,
2004/07/16,4.42,
2004/07/17,4.384,
2004/07/18,4.323,
2004/07/19,4.376,
2004/07/20,4.374,
2004/07/21,4.392,
2004/07/22,4.397,
2004/07/23,4.432,
2004/07/24,4.43,
2004/07/25,4.4,
2004/07/26,4.448,
2004/07/27,4.457,
2004/07/28,4.424,
2004/07/29,4.355,
2004/07/30,4.262,
2004/07/31,4.228,
2004/08/01,4.231,
2004/08/02,4.289,
2004/08/03,4.403,
2004/08/04,4.508,
2004/08/05,4.568,
2004/08/06,4.589,
2004/08/07,4.602,
2004/08/08,4.522,
2004/08/09,4.479,
2004/08/10,4.465,
2004/08/11,4.416,
2004/08/12,4.343,
2004/08/13,4.32,
2004/08/14,4.317,
2004/08/15,4.237,
2004/08/16,4.245,
2004/08/17,4.338,
2004/08/18,4.352,
2004/08/19,4.405,
2004/08/20,4.437,
2004/08/21,4.523,
2004/08/22,4.469,
2004/08/23,4.518,
2004/08/24,4.453,
2004/08/25,4.386,
2004/08/26,4.32,
2004/08/27,4.241,
2004/08/28,4.201,
2004/08/29,4.122,
2004/08/30,4.074,
2004/08/31,4.126,
2004/09/01,4.156,
2004/10/02,4.412,
2004/10/03,4.42,
2004/10/04,4.423,
2004/10/05,4.38,
2004/10/06,4.31,
2004/10/07,4.268,
2004/10/08,4.217,
2004/10/09,4.206,
2004/10/10,4.207,
2004/10/11,4.145,
2004/10/12,4.164,
2004/10/13,4.126,
2004/10/14,4.238,
2004/10/15,4.432,
2004/10/16,4.528,
2004/10/17,4.503,
2004/10/18,4.465,
2004/10/19,4.452,
2004/10/20,4.48,
2004/10/21,4.518,
2004/10/22,4.531,
2004/10/23,4.511,
2004/10/24,4.589,
2004/10/25,4.497,
2004/10/26,4.418,
2004/10/27,4.374,
2004/10/28,4.296,
2004/10/29,4.383,
2004/10/30,4.477,
2004/10/31,4.609,
2004/11/01,4.513,
2004/11/02,4.523,
2004/11/03,4.52,
2004/11/04,4.538,
2004/11/05,4.83,
2004/11/06,4.525,
2004/11/07,4.558,
2004/11/08,4.486,
2004/11/09,4.31,
2004/11/10,4.32,
2004/11/11,4.337,
2004/11/12,4.211,
2004/11/13,4.213,
2004/11/14,4.218,
2004/11/15,4.342,
2004/11/16,4.463,
2004/11/17,4.533,
2004/11/18,4.61,
2004/11/19,4.613,
2004/11/20,4.496,
2004/11/21,4.474,
2004/11/22,4.44,
2004/11/23,4.358,
2004/11/24,4.392,
2004/11/25,4.591,
2004/11/26,4.327,
2004/11/27,4.207,
2004/11/28,4.372,
2004/11/29,4.431,
2004/11/30,4.394,
2004/12/01,4.655,
2004/12/02,4.429,
2004/12/03,4.474,
2004/12/04,4.582,
2004/12/05,4.508,
2004/12/06,4.345,
2004/12/07,4.437,
2004/12/08,4.602,
2004/12/09,4.29,
2004/12/10,4.402,
2004/12/11,4.519,
2004/12/12,4.51,
2004/12/13,4.498,
2004/12/14,4.423,
2004/12/15,4.373,
2004/12/16,4.512,
2004/12/17,4.579,
2004/12/18,4.452,
2004/12/19,4.636,
2004/12/20,4.589,
2004/12/21,4.454,
2004/12/22,4.277,
2004/12/23,4.334,
2004/12/24,4.393,
2004/12/25,4.291,
2004/12/26,4.279,
2004/12/27,4.412,
2004/12/28,4.093,
2004/12/29,4.374,
2004/12/30,4.266,
2004/12/31,4.425,
2005/01/01,4.409,
2005/01/02,4.357,
2005/01/03,4.471,
2005/01/04,4.445,
2005/01/05,4.427,
2005/01/06,4.432,
2005/01/07,4.383,
2005/01/08,4.332,
2005/01/09,4.266,
2005/01/10,4.387,
2005/01/11,4.208,
2005/01/12,4.253,
2005/01/13,4.476,
2005/01/14,4.543,
2005/01/15,4.408,
2005/01/16,4.445,
2005/01/17,4.587,
2005/01/18,4.422,
2005/01/19,4.479,
2005/01/20,4.596,
2005/01/21,4.388,
2005/01/22,4.32,
2005/01/23,4.435,
2005/01/24,4.543,
2005/01/25,4.449,
2005/01/26,4.462,
2005/01/27,4.398,
2005/01/28,4.341,
2005/01/29,4.435,
2005/01/30,4.52,
2005/01/31,4.518,
2005/02/01,4.476,
2005/02/02,4.444,
2005/02/03,4.502,
2005/02/04,4.51,
2005/02/05,4.457,
2005/02/06,4.356,
2005/02/07,4.31,
2005/02/08,4.359,
2005/02/09,4.364,
2005/02/10,4.433,
2005/02/11,4.697,
2005/02/12,4.546,
2005/02/13,4.526,
2005/02/14,4.401,
2005/02/15,4.524,
2005/02/16,4.519,
2005/02/17,4.623,
2005/02/18,4.525,
2005/02/19,4.412,
2005/02/20,4.235,
2005/02/21,4.311,
2005/02/22,4.419,
2005/02/23,4.411,
2005/02/24,4.332,
2005/02/25,4.396,
2005/02/26,4.361,
2005/02/27,4.191,
2005/02/28,4.372,
2005/03/01,4.708,
2005/03/02,4.735,
2005/03/03,4.606,
2005/03/04,4.599,
2005/03/05,4.51,
2005/03/06,4.603,
2005/03/07,4.46,
2005/03/08,4.617,
2005/03/09,4.475,
2005/03/10,4.309,
2005/03/11,4.346,
2005/03/12,4.588,
2005/03/13,4.578,
2005/03/14,4.48,
2005/03/15,4.584,
2005/03/16,4.583,
2005/03/17,4.635,
2005/03/18,4.623,
2005/03/19,4.532,
2005/03/20,4.515,
2005/03/21,4.504,
2005/03/22,4.497,
2005/03/23,4.426,
2005/03/24,4.481,
2005/03/25,4.489,
2005/03/26,4.376,
2005/03/27,4.39,
2005/03/28,4.409,
2005/03/29,4.572,
2005/03/30,4.442,
2005/03/31,4.527,
2005/04/01,4.679,
2005/04/02,4.655,
2005/04/03,4.748,
2005/04/04,4.7,
2005/04/05,4.553,
2005/04/06,4.42,
2005/04/07,4.399,
2005/04/08,4.378,
2005/04/09,4.352,
2005/04/10,4.42,
2005/04/11,4.421,
2005/04/12,4.536,
2005/04/13,4.56,
2005/04/14,4.517,
2005/04/15,4.507,
2005/04/16,4.436,
2005/04/17,4.522,
2005/04/19,4.519,
2005/04/20,4.539,
2005/04/21,4.507,
2005/04/22,4.452,
2005/04/23,4.438,
2005/04/24,4.515,
2005/04/25,4.617,
2005/04/26,4.499,
2005/04/27,4.502,
2005/04/28,4.72,
2005/04/29,4.776,
2005/04/30,4.664,
2005/05/01,4.808,
2005/05/02,4.727,
2005/05/03,4.682,
2005/05/04,4.54,
2005/05/05,4.395,
2005/05/06,4.327,
2005/05/07,4.4,
2005/05/08,4.497,
2005/05/09,4.504,
2005/05/10,4.495,
2005/05/11,4.521,
2005/05/12,4.53,
2005/05/13,4.481,
2005/05/14,4.616,
2005/05/15,4.668,
2005/05/16,4.642,
2005/05/17,4.587,
2005/05/18,4.548,
2005/05/19,4.536,
2005/05/20,4.51,
2005/05/21,4.457,
2005/05/22,4.484,
2005/05/23,4.513,
2005/05/24,4.468,
2005/05/25,4.478,
2005/05/26,4.546,
2005/05/27,4.626,
2005/05/28,4.665,
2005/05/29,4.708,
2005/05/30,4.717,
2005/05/31,4.626,
2005/06/01,4.534,
2005/06/02,4.464,
2005/06/03,4.416,
2005/06/04,4.457,
2005/06/05,4.439,
2005/06/06,4.393,
2005/06/07,4.492,
2005/06/08,4.456,
2005/06/09,4.464,
2005/06/10,4.456,
2005/06/11,4.503,
2005/06/12,4.578,
2005/06/13,4.657,
2005/06/14,4.716,
2005/06/15,4.716,
2005/06/16,4.704,
2005/06/17,4.665,
2005/06/18,4.594,
2005/06/19,4.438,
2005/06/20,4.367,
2005/06/21,4.379,
2005/06/22,4.427,
2005/06/23,4.391,
2005/06/24,4.419,
2005/06/25,4.51,
2005/06/26,4.552,
2005/06/27,4.548,
2005/06/28,4.565,
2005/06/29,4.608,
2005/06/30,4.584,
2005/07/01,4.562,
2005/07/02,4.55,
2005/07/03,4.407,
2005/07/04,4.328,
2005/07/05,4.376,
2005/07/06,4.427,
2005/07/07,4.388,
2005/07/08,4.406,
2005/07/09,4.463,
2005/07/10,4.528,
2005/07/11,4.558,
2005/07/12,4.539,
2005/07/13,4.536,
2005/07/14,4.572,
2005/07/15,4.565,
2005/07/16,4.545,
2005/07/17,4.508,
2005/07/18,4.452,
2005/07/19,4.441,
2005/07/20,4.395,
2005/07/21,4.365,
2005/07/22,4.376,
2005/07/23,4.402,
2005/07/24,4.474,
2005/07/25,4.564,
2005/07/26,4.601,
2005/07/27,4.676,
2005/07/28,4.597,
2005/07/29,4.587,
2005/07/30,4.467,
2005/07/31,4.381,
2005/09/16,4.292,
2005/09/17,4.228,
2005/09/18,4.232,
2005/09/19,4.245,
2005/09/20,4.312,
2005/09/21,4.387,
2005/09/22,4.395,
2005/09/23,4.488,
2005/09/24,4.395,
2005/09/25,4.438,
2005/09/26,4.504,
2005/09/27,4.507,
2005/09/28,4.385,
2005/09/29,4.439,
2005/09/30,4.258,
2005/10/01,4.234,
2005/10/02,4.139,
2005/10/03,4.168,
2005/10/04,4.155,
2005/10/05,4.199,
2005/10/06,4.268,
2005/10/07,4.374,
2005/10/08,4.421,
2005/10/09,4.457,
2005/10/10,4.518,
2005/10/11,4.512,
2005/10/12,4.556,
2005/10/13,4.441,
2005/10/14,4.4,
2005/10/15,4.545,
2005/10/16,4.611,
2005/10/17,4.441,
2005/10/18,4.421,
2005/10/19,4.454,
2005/10/20,4.449,
2005/10/21,4.446,
2005/10/22,4.534,
2005/10/23,4.605,
2005/10/24,4.632,
2005/10/25,4.756,
2005/10/26,4.748,
2005/10/27,4.513,
2005/10/28,4.424,
2005/10/29,4.413,
2005/10/30,4.533,
2005/10/31,4.423,
2005/11/01,4.439,
2005/11/02,4.46,
2005/11/03,4.434,
2005/11/04,4.405,
2005/11/05,4.497,
2005/11/06,4.544,
2005/11/07,4.697,
2005/11/08,4.565,
2005/11/09,4.605,
2005/11/10,4.813,
2005/11/11,4.565,
2005/11/12,4.391,
2005/11/13,4.359,
2005/11/14,4.306,
2005/11/15,4.196,
2005/11/16,4.341,
2005/11/17,4.358,
2005/11/18,4.319,
2005/11/19,4.353,
2005/11/20,4.395,
2005/11/21,4.517,
2005/11/22,4.907,
2005/11/23,4.743,
2005/11/25,4.691,
2005/11/26,4.437,
2005/11/27,4.409,
2005/11/28,4.359,
2005/11/29,4.401,
2005/11/30,4.442,
2005/12/01,4.472,
2005/12/02,4.693,
2005/12/03,4.55,
2005/12/04,4.507,
2005/12/05,4.503,
2005/12/06,4.586,
2005/12/07,4.558,
2005/12/08,4.513,
2005/12/09,4.622,
2005/12/10,4.554,
2005/12/11,4.723,
2005/12/12,4.57,
2005/12/13,4.366,
2005/12/14,4.307,
2005/12/15,4.33,
2005/12/16,4.462,
2005/12/17,4.434,
2005/12/18,4.322,
2005/12/19,4.487,
2005/12/20,4.506,
2005/12/21,4.509,
2005/12/22,4.528,
2005/12/23,4.519,
2005/12/24,4.607,
2005/12/25,4.588,
2005/12/26,4.709,
2005/12/27,4.539,
2005/12/28,4.498,
2005/12/29,4.554,
2005/12/30,4.539,
2005/12/31,4.38,
2006/01/01,4.375,
2006/01/02,4.375,
2006/01/03,4.43,
2006/01/04,4.626,
2006/01/05,4.697,
2006/01/06,4.738,
2006/01/07,4.636,
2006/01/08,4.503,
2006/01/09,4.489,
2006/01/10,4.313,
2006/01/11,4.313,
2006/01/12,4.445,
2006/01/13,4.379,
2006/01/14,4.606,
2006/01/15,4.634,
2006/01/16,4.528,
2006/01/17,4.335,
2006/01/18,4.724,
2006/01/19,4.352,
2006/01/20,4.47,
2006/01/21,4.625,
2006/01/22,4.213,
2006/01/23,4.485,
2006/01/24,4.717,
2006/01/25,4.705,
2006/01/26,4.597,
2006/01/27,4.383,
2006/01/28,4.413,
2006/01/29,4.409,
2006/01/30,4.469,
2006/01/31,4.57,
2006/02/01,4.778,
2006/02/02,4.661,
2006/02/03,4.735,
2006/02/04,4.658,
2006/02/05,4.833,
2006/02/06,4.805,
2006/02/07,4.583,
2006/02/08,4.525,
2006/02/09,4.487,
2006/02/10,4.389,
2006/02/11,4.311,
2006/02/12,4.496,
2006/02/13,4.382,
2006/02/14,4.381,
2006/02/15,4.407,
2006/02/16,4.326,
2006/02/17,4.652,
2006/02/18,4.28,
2006/02/19,4.364,
2006/02/20,4.489,
2006/02/21,4.571,
2006/02/22,4.576,
2006/02/23,4.612,
2006/02/24,4.611,
2006/02/25,4.467,
2006/02/26,4.428,
2006/02/27,4.419,
2006/02/28,4.409,
2006/03/01,4.417,
2006/03/02,4.458,
2006/03/03,4.596,
2006/03/04,4.635,
2006/03/05,4.603,
2006/03/06,4.594,
2006/03/07,4.571,
2006/03/08,4.533,
2006/03/09,4.463,
2006/03/10,4.572,
2006/03/11,4.392,
2006/03/12,4.322,
2006/03/13,4.393,
2006/03/14,4.58,
2006/03/15,4.552,
2006/03/16,4.461,
2006/03/17,4.466,
2006/03/18,4.518,
2006/03/19,4.511,
2006/03/20,4.534,
2006/03/21,4.636,
2006/03/22,4.62,
2006/03/23,4.585,
2006/03/24,4.537,
2006/03/25,4.532,
2006/03/26,4.615,
2006/03/27,4.631,
2006/03/28,4.397,
2006/03/29,4.385,
2006/03/30,4.341,
2006/03/31,4.394,
2006/04/01,4.537,
2006/04/02,4.574,
2006/04/03,4.524,
2006/04/04,4.686,
2006/04/07,4.545,
2006/04/08,4.529,
2006/04/09,4.354,
2006/04/10,4.339,
2006/04/11,4.243,
2006/04/12,4.213,
2006/04/13,4.126,
2006/04/14,4.345,
2006/04/15,4.362,
2006/04/16,4.543,
2006/04/17,4.459,
2006/04/18,4.463,
2006/04/19,4.525,
2006/04/20,4.543,
2006/04/21,4.524,
2006/04/22,4.487,
2006/04/23,4.429,
2006/04/24,4.458,
2006/04/25,4.511,
2006/04/26,4.432,
2006/04/27,4.395,
2006/04/28,4.275,
2006/04/29,4.29,
2006/04/30,4.338,
2006/05/01,4.414,
2006/05/02,4.469,
2006/05/03,4.593,
2006/05/04,4.666,
2006/05/05,4.643,
2006/05/06,4.61,
2006/05/07,4.51,
2006/05/08,4.399,
2006/05/09,4.449,
2006/05/10,4.433,
2006/05/11,4.43,
2006/05/12,4.395,
2006/05/13,4.376,
2006/05/14,4.356,
2006/05/15,4.36,
2006/05/16,4.509,
2006/05/17,4.653,
2006/05/18,4.693,
2006/05/20,4.908,
2006/05/21,4.902,
2006/05/22,4.855,
2006/05/23,4.763,
2006/05/24,4.658,
2006/05/25,4.603,
2006/05/26,4.593,
2006/05/27,4.59,
